timestamp,value,total value,out_address,transaction
1603556856,17393,2292793,1Fw4nyBwmCfEbvKHAmdoktDCgn7VzNAjsu,61a198b72f586e44b6c46a689181e9aaa986c7ce39fbf80507000cb6c801c01b
1603556872,18085,490322,38EKTNfjmksKYEUahm54r1PyvRVn3hb6oY,197e9505b9ce7d70d3aa4f89dbc0fc8ee310afe91ea6662db1972c85778f9b3c
1603557051,17067,56794406,1KbmVK6caWpFtY8c8FVvzvx8hDSkeaPaBS,19907ce6c2d201cebc07c70682e5f02fd1e82e0953fe12c15e2e935afa8870ec
1603556351,17508,64050004,3EmAx1LaVS3FNFib7Y2g7BQA2t5DKtfrDX,68af49da1bf063c39133f74001df0d296c39f50ed8c47b9ab96f28884fb2c928
1603557075,17540,289849,1KobwAoMp5rq34jdWQ7EV3Vy9tGyGGPo8L,a7a22e726d61f8e93fd1fd42f5ca3835688ce4b13390d84245840207c8475af2
1603556589,17785,571774,1MEeAKgo3GX9XQHnK9yTw8vh75Kx1uazt4,b2ec96df6bd86f8ed0146d97430e9bf7428b87cae081024f8c115d559ecd5c73
1603557531,17031,496071080,135hmWGoyKoGku6rSwvqKgPycJttg1LzQU,8e4ddfd38bdc4a456cb4d3c2899591ebc72e62f0609f1d88446b85401fe87839
1603557669,17960,432519832,1NbwfBRv5ugv6Y2LjNREawA87H3ZP7oKA6,3ebd32bdb9064b3e6a15b2bbe83fa4131d8f08ae8eab9f9711a39fc7b30d2c5f
1603557069,17214,101251883,34aSc1SGPuqFVmQ4Jm29amBMQseDq1tGem,eeb18f85bf59d09d586baf22b5719f8cc9a0a0af5a42736f2f0b2b2f1cefa160
1603557618,18273,448159,bc1qtealu4eps0qfuffv06udcsj9vuysjfnnqkukpn,9fa2960a1d1fe8d4edfc4137317829515ed9c33cc463d05cc2a588bcbe005a7d
1603556598,18238,209486,1HeFDnkNFJ2pu54qHqDgpz1xnPvxtD1jL8,2873ab7f7a28aefe44fa6ccdd89131626b3fd858c910f57851706a1acf678588
1603556193,17332,17332,1LEZYU8a2zYkWM6BaWxLji7BeX75to9SyR,6b913527914d2ff62bd7055dd162c06dfb313a0e00b505638f039f6ac5b06a0b
1603556495,17532,545532,19E4PSHJFQUrxiQsxboVBVRPqt9ubkRW8v,198f726115086aab258398f3a56493ee29c6cdf13cab4ed51f205a099bfc8bd3
1603556545,18803,325036,191TcZvby2nptn7EEC9gQ46yTmEfq1qBgE,760942528b8e02d3022ad320c3b22ca4315d5a109d2b9cc7a9ce810ea7f5da6f
1603554599,18099,512299,1KRN9guu8VTsTAayQYU4CM3Zg259YKNU3R,8e40e20884a80189ce4bc65823a86085f7ee8021d034a12c16a402cf63424181
1603556864,18666,387989,bc1qp9nh4ndv7z2f8p86g898jhze376v3wmrj7q9sv,e1379904b8961442195a3db11668312e4faf67deea4ba8f6ba58309379e0d922
1603556463,18793,390679,bc1qp9nh4ndv7z2f8p86g898jhze376v3wmrj7q9sv,980913d09c09a3e2b7a5d94d4ed0189b698c97569e47644e588672253d02983d
1603557014,18929,393518,bc1qdqm24punna6p3jp0whk30c0ukv3sjg28vnspsg,552e28a1ebe0e66bf6562ef6f9630086a2032736f9d1f0552b1ff331c2b62fb0
1603557508,18627,335605,bc1qm9wn4etyd35fnzd6sv7tu38dfmskpws4542ayw,d7c33d4057325a409ac81bc33562820908b68c088d067bff65498e612f1f8d57
1603554783,17078,8276427,32zQtDEpr99kCjsipepnnj8vncsLJ7rxZS,ed00c7681bca7354337e842a11df7d46b23619fe15ca431b72b4f376a22ba3a3
1603554783,18000,8276427,1HuumZciKu3FYDidwNPLsEdJFAf9QY2Cdg,ed00c7681bca7354337e842a11df7d46b23619fe15ca431b72b4f376a22ba3a3
1603555506,18876,2633507,3QbSY7DF43KNw8uterk9ycrFBK2kRu83dc,e4ad997c54207b8988abe612bfd5de2ea589f55881562482b39b7c6eff3364c0
1603555916,17527,2185017,18U7mMacjXbHbV9D2pvSB7QmxtTUC97Utr,6a5004708f63a8221b7f7339b7a22c4f7915c0a956562e6ca717e4db539dc595
1603555300,17307,24935,12fmSLSnCciv2FA5R13Z72osCTaVKhgwtE,2763f5120f58ca6b77c74170e68ea1f968ff549687c3f56fa9fe55f1ee8d3e9f
1603557837,17800,386000816,3FNCF4jLbqPycjqUS5tbgiUSMxwmDWXwHU,4f96e769c2c6525940d440b5944256c504fc38369f594dc63609a73ad50b73d6
1603557851,17861,415941,bc1q77e7wwps4dcme3aq8jssmau7g0y2m9qq65wsla,c647c13cde2c933a7e4e057e5543aaf856637be6169f05be802d72788ee28459
1603555953,18000,478000,19fiQY4zSQii5hoUgRDjfVH6CGirZbufxf,8da2955ad7731669f3597fc9e8b60d89ca0f5e932624628c509f1ef13a37e9f9
1603557857,18289,515149,18B3qTZDVf8Bs4XrcQm2z2s14Q7zsq48Z9,b35c9479f0f27bda3a7b8a904af82f41d9527beb4214606bfa3d33946da92090
1603557532,17432,460953,13jAKbPmM36PyR6gmyAJFrAcVsaT2WzvWi,0d43d47f167362c2e8ebd6c9846d0c240c0a85823c54364d15020b63896db061
1603557526,17040,815040,17RwQkVmXqs6v52dra1og1CrbDKD2S8pbw,fd876b5998ea674223742cf6c5173a07423a9ab4a251d4211a88be4eec36eeae
1603555139,17351,520451,bc1q4fqwt5w6v2j8t6tffdr9rjdlln3etpvcw7y472,3498578738198f045e35846e788e1e7faa8b9d86fb974473e2f6ce6cb83054c7
1603554897,17500,932140,1H1Lyc5DPv6eadixpSJ42L7YpEFEXHV91Q,b87c3e3942fd9870bc468713ad8bec974fcd482deeaf6a12abe594fbd6e36b89
1603557610,17347,227762,1Q8w4Xm7HPLy3Te3nJWMyy1fri3Noa1w5S,94375a8fe1897d2dd00eb73c418607d096a3ba8945dcd2e804045689f84c011f
1603557767,18161,5516205,1549x8kh9ejvTDjE4RXVKMmhNA3rhmG52J,aafd12dfc2abbf9fc9ade8388f6360fbe849634aa7e0c14dcdc183c23aab1ed8
1603557969,18281,18281,3B6VAnBFfWLHQptVwSNbH8i4fs2rJmbX2q,9e94c6e3fcc220be3a29894befe84de9e09145a37b90ca4baa16ff8d93d26dd2
1603558745,17862,170590,bc1qm2ll687qpyxfkamdufl0c7ywmw7u3tzq25ywu2,6f0fee6617f61f5c88bf9705f0c79c48584fe518ec3aecba4c4298358b541ef2
1603558785,17000,80824,bc1q35zc7ljtc9l2fknr2rwzqkllj932q27hry4mu0,849ffa264f66ad70c9982bcc2cd17e4311bbd7133f26908c8b7b77c892b7df52
1603558542,18328,724764977,38L8tmh1smLUFDT1QoKmAZznzrXCtmF8Bc,555f422a78b79bb5fe038eff69354a313934a6fb084a578a2a31441353044d75
1603558743,17039,19330083,1FHVeSpYfy26rcvRSCeFHx5BFZVt7Tg2Kv,3eea0a16a774e567ebd31af916dae1f5ea2d6bcb98f0d1d191072bcd98cfcc20
1603558132,18327,18327,37gRbunwF7eUR33LRj8CPHNwn29PzUXri5,5eb4449122215adc6552cd2b8e8ece5b1354c66a46d88d03f6392d5e34e8af5b
1603558803,18785,1502162,1Eou1vtU7JLZdZ5juj5xqbGhCpjWGZYJCw,81962985cf7575abe697068f8873f89445b5407c45d817487ef11027780a7df9
1603558241,18386,9825190,1K23K1nUJpYjKjUqTmnz6s2CZznS9n2feK,1f30af8cb8adc7abca11f314b35811489b52adeed21ec28c640d0849371e6168
1603558166,18292,64786237,1Ltf5FXums8gV3HziqccEE6u9E63ZhKRmh,56d5c65fef23c64bff9912c8241c2db513be4845750e924f2b51f1de919c72b3
1603557964,17873,187873,bc1qye37ea4xrsmcxqpq2ttpvs0n78yr0cvsnxhdus,35dcb0b6cf857e7e3792b55233e31785b406602883a6ab1a5b48f41f6909ed8f
1603558688,17791,139933675,18ARfWyn8ZAniNhLA8f7WiAHKoDegjePbV,0a25f851bab7693a7c2a25c1be9f7a82792113a1f59fd843a63d429fedbf3841
1603559785,17253,627132,bc1qynj39cxfz80225aepct0eed2kxsc9gs8k4d6n7,00bbbbee4d023b95f3e6475f2715bbc401bf64edbc53f928e4c0083eeb9d20d6
1603559648,17100,312611577,3EZoVzeNkZPyHTNyEoiHX8P3qPt1pm712g,aef47a99ab5d10b5aff088d3b26e28479fd37931118e96c60a79608404f84abe
1603560681,17809,2217809,bc1quuqx0v2jtseueuuz4kuadtdm5hhsu987qvsf08,b02111ca281ce3219b44ddf0db5860e3ba0fd5ff776409c3d0cfdcf4c19af256
1603560763,17420,999737892,bc1quq3z9k5spnh078vmdtepfhcv9j9sksp5fxefhp,1fca49ac945db1035ef7a2ace3c9f22c90f1541f7a944d7b5fe2e45a6a0e8aaa
1603560666,18573,522363,38yyeTwG7A5qTY9LgbMixZj4vwSzRAsmMJ,f9d6a671e8ef26756b212a7392ec933e1b97c65939d1fd6df2e2ba60efabf008
1603561122,17639,2311474,bc1q6uahpu408gs67wet22psm0smrww8hepvw3dvhemm8mkfv8lfycmsqnz996,2d39fe86e7bbdcf57c329ca9f00a9e951676ac27e69d24e88e32b3be482ea57c
1603559024,18090,1511185909,393oMkF26H4kSBEThNtLqzU6X16SuUQwnv,15a031bc737d9d5ea9f0512be08cea90d13e254ec4bbb9f6263c162b544aa5f3
1603559262,18341,588644299,3Dmp38QUU21yGNbfegqh1da8creAQXxSxv,544cbd57ebdd798a38f52a3e2e178d2f9797d8234c304a8411d41ca331f75ea1
1603559324,17131,78474156,3JSEbRwXYHp7uXRRDTXtciwDms4GXugnrT,bd1b75a23cba16efe2c6086ac9089c9bb4055c0bf2b91f57feae600eec681f5b
1603560658,17323,458400,355dBrwLG18VigpbRznkwdbyiSX5AJy9nD,ce7c79ff7a5180911a394039bbf888e3d8bdd0769403ec46e799029dc8260e12
1603560062,17564,71194,32nFXbz18aLJjBjDrwMUSVoPbuybq45ZAq,7eff60b5cf74cd54318176258d4948be6701efd114b347e92ef118ac06c8809f
1603561567,18178,190552276,1DFmaXcFF5uhujKZduHYEL7QnAYCQ3TNW9,93ea00cd89e209811a7dc1a8c6399b0aa753832378ab55b9577e880278244c36
1603561153,18062,999759257,34DEtNyuqUFFB1D2rfrBryJmcQSBSbLSrZ,667113cacde61ea48e0d90286ee350b8ddac4ea37919949c228c694b2b45b89a
1603561188,19000,570505,36QZ3WghUkicmFTdeBycd89nD36D2AH5PL,705a83b1b0b50758da1ff4e0bf3a154ae9839a4b567018b8b3d61e9431ad49ed
1603560255,17351,999711003,3DFAffbXuuamBzPW6aW6P9UiUQgE3HPNd6,28965399cee0179ec2fed763316bbbf65786c90d143eccdfe8c78b0256243a9e
1603560853,17888,87066372,3Q646nHcPUFkB6U14d41RnBHQZ9LJBckBS,0d8a52c7dcf7fc82efd22f8e1fadfb09520e80dc338b25853ecdc58dd9315e92
1603559099,17990,8512882,1KefmycyiNxNduwNugCXrHfRYPaTA5Pg2X,301703ebaf420cbfb8a6f4e4e38ddb6c9d72e8276d0cafb6bb1e982681db357a
1603559170,18791,289104813,3L7VgUga9YVEva9SpA1QbjDNRcWCxK5W7d,58a551e9c3480d40824fb9941a49853fe307c28d349d0b26fea74ffb5ceb7a88
1603559452,17728,1046378,1H1hwMRGqommSbH7FqL3pTGkbNWySKxkfV,4ce1ef07bf0b752eb5fdb29e29d16fe7cf7d35219bfcbd56c3b63b11badf6f8c
1603559984,18946,666916,19eQAGp7oshteyGWcLg8kWr7SBw2vmag6y,bacfd7a63c336abc8d922e4d5c8bb7cfa1cb73911157d56277468708d6ee9d79
1603561010,18407,60838840,3PBb9B1QhxKaCzY9cpkx39T5vxYJBLVfTa,823f5829869e71745001f898784fd27532d3077a232c0f8958c8fb1448c50310
1603561574,18782,1333782,137fAZ6QqJqbgQEQKYnvVTydpGZRkbaCDX,e24c9e204f483f5d7867c76f2b1854fd428e71a868fc4c3bb10231c6986f7593
1603560318,18656,3558238,37gRbunwF7eUR33LRj8CPHNwn29PzUXri5,1a0984b9a4fbb76b8bc79aeeacc1694ece3a432409020c34d3313064b1ff6f57
1603561020,18314,3660462,1Kir5tdfAAAez8SWfdRAKqRLjNa1Bd4R3h,255be86f269c1fbdb6c34d5430ff47113b24d10d30144e4c56ba96f80284c6e9
1603559516,18366,9368366,1N2vDqCKzAKhwUd22rLPwxpHNeJrpFJzAe,51b9f3598b9835efc05b64803dfdde2e67ffa0f43d3326eaca900a74f9e6887e
1603559157,18421,648927,34WBY4qZ3uy9aB25oa7QrVYFkao8L5oK1d,964e2eb3832569ed09f1f081385301d615205ba69e195e0a1282d398e74ae0e8
1603561653,17674,139459,bc1qmy9fqw54jh8xqqykar2zh4atnql0fswksvnza3,68018334aad051c48836fd46b72d29b9e08ef8e2351ad00c324d429fd387964a
1603562326,17138,302422,3C5hEXK4dvFXUPnZZPxEjpx9kerdsMg544,75b5fb6a7c6ebf046fc70d755042c68ca1512dae676dd148bd2e959a41b35975
1603562052,18238,522770,38yyeTwG7A5qTY9LgbMixZj4vwSzRAsmMJ,10011651e8b787cbf3fb0f9b5e612cef5ee3a41c047e0eb88a954f2ad5542f3f
1603561984,17196,5048782,38yyeTwG7A5qTY9LgbMixZj4vwSzRAsmMJ,c13a4f920c19eb6f416931fa8f6a422c50fc2302414bbc936b07e6df78b21d48
1603561876,18059,271704355,3PmnpaDVBrJLXw5H3c3Cz9LepajdbArvkm,07ef39bc5cb39a8939d9dec28de01a440e9df241f8e8bbc1febf52b3946ad3e4
1603562052,17000,2114793016,3HwKvDBtRwTFzYjYmCpKtDaeXoBbqqL4Zz,37a00212beefa0434cfb3577d517108b615e2ae3d71462294e79f47393c2bdd6
1603561953,18819,707879,18QjNqRSW3ry8bupoErwLF5SbsQ3xs2KT8,15f66509bcb2759dcf587bc68321b46f3066b4d6cdc370295b9286a4886c1d62
1603561922,18686,404647,1LJce8UE4MX7zXiUY7R24vjy2NrB9GBi6p,439e467e8d036c6fbd8ac48d66fd919dbaebae6c735952007efd18d18b11af36
1603562131,18691,535857,35kdFapX7RfQyWLNpry8e91KVZTqcfkU4q,3406d7d5ca240bbebebad6f05ed847f9f6ca1e404cebb8db29d0dd172acf1b7d
1603561941,17080,651680,13an4roVF8CwQWMneeA65Czc9xDMzoLBBf,eda92114d3ad4c1918383036d099dc339bb202500e68fc68772bd223564d673d
1603561914,17633,7701351,bc1q6uahpu408gs67wet22psm0smrww8hepvw3dvhemm8mkfv8lfycmsqnz996,8e31c9e148ed0f813676ac0f19c52a9a7ac3c6fb2cdd4b6f38ca5395b880a52d
1603562265,18083,1435498,bc1qq7hpup0mcktga2j6gutexyp6ns3umkrn30dzcq,f66354ab162fc5719a60613ebb226c84c7cca22dcf8f9c576b174eff6053b0e3
1603561200,18197,35018150,32d8RK1235a5Fsn3PoZymk2FdR9yHLBjNX,a18e62c5c785de9ba1907f661067362a0ac1e34ac12e07905a8951ca83a39e58
1603559409,17295,741595,33xtJup16AAiBvzoaLGhqB5nXNMsB1Q2bL,6654fc35ba6d4100f15eb3653f01f915605a6ae5874547baea5db206120f1216
1603560632,18160,99818805,1H2THxyVzTXpfpeWe2BKqkfpmmHP7vivb8,0cd471179e0f8d97fd05bc8193f1e447116e57cc6e35fd94eb280b23940c2f4d
1603560845,18150,1539474,3P6JRu2FM7hC1Tiw6qwWYqLyVPhx5sjfMh,f4ccaf543ebf6211222439fc732b5a082555f9b56793c1853b04783b4fe60eaa
1603559802,17248,1838416,3QKCocNhzAgtgFLsD5qUZcG6e4TkfRf421,28cef36014b6f522038c77ce390b7cb592c6dfcdafb57c03d5f4ca5dcc212361
1603561370,17272,36304,3Fwkep7pePTKszYcaomEytuebn3gFAaTye,4975c160084075b6ebb3019f8e5dfdb0ae1967342380ea8dcb519161f863abe3
1603561430,17474,3556968,1GUs1iBFhBcK2jZQm6WFNRdxRNWujAmv9Q,063de602a1558c5123d11612b46315d809b709c8a029e741a28e191a1b43a2d7
1603562608,18364,219686532,1NTWh52TSZmQ8kGVShWGr8r9KvsyK6qxjq,5cc688f06d344024fd96f8f2056498f3b0e28a24d9f3cd95ed7889e82e03ee12
1603562664,17449,17084009,16dtGkBDQ66C9jkQSMSiKrgafYFs9dc9pj,6e66feaa591d3cce2d375c5d93c54a6528219acd4f05b513b9e1977d3cbb525d
1603562105,17750,26750,1JhPKnmS9H1kKisvqCyNfrpzHXsR7gSu99,d116d7a2f0c86e53b45cb2d58b33737afe293fcc094770fdc1c470dbed7654ee
1603561897,17020,1538820,1FxmCknjcVJrUMDWWkLATdZsEmQv759wdE,ec05a03de0a3add725fcb6b7e1b3f9479b75f69b89884806d6f51ac4775f1254
1603560994,17186,245390,1y2o8nxHCUFK7AC9Cu3WuY7G9tuZT1ScN,6e87b9e1a81962de3ecd8f3f834327ea819dc078b14ba68c6dece45c976c6e75
1603562227,17179,17179,18m832SgzgRZdYmPMiujRFhXe5M4kRPdkY,caccde6a24b1860be048b81479b3720f25d287fe92afc11725870eb8f26c05bb
1603561153,17807,407770,1P8XHt3xdMLirm5tVEHMwcoVtfmYHEwbYk,d5a95f14ed0a160b1f214f5ec7529645ec445965dc2e2c7e8b81a731575aa3e9
1603559183,17700,186402,bc1qjr27afcdgjsn59nzurpn8e0pza30m8nn3gz8sy,7cfa2a06ea32d77865a410caea487fa426715d7e8040553c28c4d1de7f0616ea
1603560757,17660,1594154,1HitCGMzH5d315DCB5GXwPNdhAUmkzM5pM,064ab662abf1a087007a1eff4d043a1f7d6bd4e026ed354161807a00178911a0
1603560761,18700,323585,bc1qxq6hv4jf88zr8tgv2kg8gz3p9c7vvdkvnk7mq9,f7c8ecad21a0261075394a5f9ec35c1a00555eb7ca00f437116ec839c79bb4bd
1603558878,18585,19733,1Q6VxzdUhJKuPieAbH1T2HpgeYzPV7NJE2,5e95e1cebb0b12e85d106bf8b45ec03a789fcbaf27cc794591c545c72c969f8f
1603562358,17889,93273252,3CS5bJAWNR3SCUKHrGSEnoEPwe3z4GZJAE,39649ec4cb1e09a661431301942f85c605e833861f2c27a3b4c57e07e3fdcd3b
1603560859,17400,70656,1EXXCpQoLwpHkV2ocznpnd1AG4r7mktvEX,6a837a3730daf03910ea5029a8b238dd5eb7d6f7659768123d9d7fc52c900aa4
1603563182,17039,558464,1MoxpWHDWLmKLKCGACgzB1NUvHz4MCQqLF,8c9223b02f42e69bdba50dac004ecbeed852d45dcc2e7b31eca786a7851396b4
1603563462,18067,89425306,1PfpmrUyjUZ3QmpGDwMkS8YFTbgkAfcuwB,faa44cbdbbba1ecf5e6aa12d2cdca188a6ed35c191489969c4d4c17c1d4202d9
1603563609,17743,1148724798,1F9c8nFwbFm63DN7aER4BKQxFSTTd478iC,6b3e8ea7138ce1f6bfc0cdb602fca25c059a12856176b581bda2b27fa51c3562
1603563943,18707,3104402,1G8cXZUqY18UPwttngxsC8WahJPwFPjPmr,463b3e2acaaee44198033f5c3c2a064f3919ae7016c2b89ed68b8633519dda47
1603563843,18607,4399532,1BHGN5d7WryLJSi1toKWn2GgGahC1WBE6Y,88039bbe47ace911e569b559074eb6ff9cffd898c71e460c8f281973a8c43bc2
1603563868,17800,1426633,36wbqQQG3eBw5uh4DmZFtR51fLsF557UzQ,d796ec100f4dfca7afc87460282da7bd57d8825baf91320f489008b08afa65cb
1603562634,17639,121346788,3Er9BweEDXcuF4ZKnbUjh1hCqHtXag6Uzy,153a0cc97a5739a236e77689089a1cc79bc3606549a536686e52bbd971c4bce9
1603562921,18065,668350974,3GTzs6sMoH9hi78Y9dTnCVtdG3Leo7rnFR,e2761eff82e7b97797721d40c5a67dacc6ec4475fae7593f00995fb8c7f236a7
1603562812,17142,27142,3JeosuVDXPbb4XfBhhgJi4A6SQwTvVivXP,4c891e3475934fca40f6596fdbcf6490e9ccff6def055752bbaa8dcb3053943a
1603563562,18000,18000,3KP9To4V4aFavm2UFsg1fVTVoVX6ZR2U9V,32d5242bd3291ca72ee870a428c8e914ac692067a8612a9afb82652403d14865
1603563142,18876,24203814,15CGRroQqEQQd4fJ5jANU5CXfz9hwzAn9n,b7af5ee556aa68e96b5fe6ea83455271d539865029cba77df3fbb96c0d1c4203
1603563461,19000,608284562,32HQf6y6SRLUtcsATERKVbQpF1VoretAuT,f5868b27ac276e2d6c6aefce3341bd2df50ea5bc2333c30cb63b6ef974d96d54
1603563818,18408,4739808,1Q3hAVQwDgx3KWwWksXXswto9gyyuJrNZz,3dcf0c918a406752515d7b981c2e82125d640f0807fc5fc508154004acc3736c
1603564367,19000,13922000,bc1qqpk46sf9as2azjxvfqqqecgdj0waqdz3a4pwh7,789fbdd568797b6b9dd9807395742425565c538aa74185fdce3d0d00bf96d65a
1603564274,17022,17022,bc1qenetc0zqfwwcjf02fl2hjjzevhq8qr0r2c0rwq,b952e51fe8c912f933dc054d50ede275a43a045d85faad6700bbac202e9da3d7
1603563308,17462,423137,1M6EffgyeSN4ch7awEtCQgoCeWsSW5HLaC,2335c10cf475bc272058a953c5c2385a650eaf7cd951c60beef5bde82b3f93cf
1603563864,18526,2038526,bc1qqvh3trhwqxsyr5kpaluardwlyvrllz6a08q7cq,aafe7ed2d2de2ca2ab401d801ac63d7d9aec40c8ebb743846c68a53ad00a61e0
1603563244,17057,298835,3NaqtGj8M3brg4bWpxR3JHy45uvejMU8XY,6e70f708fb53dbf2c9ee2045c04704b8eeb88134abf96b89e1549308a25aca36
1603563356,18233,79968,bc1qssrxaa5srjzgg23u4s44n4v39ju0mrhu99zqp4,47ae58e109e53759336a1bcc71e0c2f4d2e6ac20cbd66d7331a2fc496b2588da
1603563141,17998,898572,bc1qwghfeu2lrmd6j65w25nw3tsgztmhj4484wc4tf,a408e2e07d515de5e1f7f15f58739355cb752b13fbaa131ed49bd02278eab73a
1603563367,18899,20064,1HbChZXsuXEC2PB7FhYGbzCBn8AZpt7sr3,e5d64b62fb77cce827f17408bb82475a7f16014da603cf0aef33451808f3377e
1603561642,18991,26602,1Bn3NSopm3zTtn9KChhPbBRi7rqcGRsjLB,2925c7a250ee09e2b925eef5f9ca40e31342a94969729d7a93cc1f536612f06f
1603561724,18160,36729190,16Pt3KU6Pr3X6GoFWW5BXPmSWgeJgcDFSz,bdd9c63e08ae2d047415f8713f5ea73fc6ef577a185b050bbc7a46923771740e
1603542611,17327,1890537,17AsYo176e6xWZ2VBXXWSV3JYoFxWRzyEM,64b30701be51f5209d829fabe97636495467adeb00c88f797e6b8176191838c7
1603558033,18809,19955,1NLT8Zjtbfgjeevp9mZUXRyT8BzqfJcx14,1e6af0575faa37a3a0959c9aeb4dd62eac36c886b9ed5cd989ccefcb5b9f1b3a
1603562079,18731,19873,1GKG9gF9aBctKuYNK3jauizqKmptausAR4,cf070d6b795d56ea1921e4d4fc220c4cb33f28c901d0b10794aa24ef18055ee5
1603559896,17961,17961,3He5q7EKnqH4dkFHv1rZmNwkjnqw6Zc7uj,833ced03005088a319a6b3a2457d18db4f796808f3454e0e769baca2c9bf4b1a
1603558675,17642,499183,bc1qkwu0jeuyzs3css4jvpgtcyk3pmlxdjad0nsql4,8f0e840457c9e86ec6991905f099cdcd58ef249325aca42f2ec87c0c568c75d8
1603563323,18064,3609671,bc1q6prerkyel6hfxscq0x8mj5wl8txuakmtxjxytx,3e9271b1985a3ccb4d228a4e61f1b74ba9b741552bb0fe16b3c2c6d5dd70ff1e
1603564127,17143,3348707,3Btr8RmZSY1dikcMCEDX1pHanFcTWJNMZz,5c6c9b5db7cc252959feed0a2421f8f09c35bdf42a1d318e2faae1e4abbf5152
1603562792,18779,416934,14NZiKYYhaQ81XAkAoLYLvJFCqWbem5nnB,98ae3da20dce0b318375ede6b6ac2664bbe5cc53bd8b65a5f886b49c944beb49
1603562196,17550,245890,18pyHqjkX3iTTgNrc5YKJjtjg7h1WQJxd4,780e549f2c12ea2138645ecb8684118bb8bc0637f736616198280fb464ee1682
1603564598,18210,135696,1NhTtfFZ74rJDfGJN2ZkuEjTrsYKHePric,321de03b8f4715d0d0541c0166a193301c298168227d944b4d909f55796f808c
1603564511,17265,1312978,bc1qkzepjxvvjqxpeyffnv4ka4kp0wh92eh5mmx3e8,b2fc5bea5bc1130c6dabeabe3f02b7dbecf172e75edca0e92b7fea8e19dc57cd
1603564629,18217,33160325,3QYLdyfWJL3tRxbrsRF3ApdLCCx1DriT12,81484fe223296c652f8e8e11639fa6a5cdb5660d01832fc9fdc821a5a82e2d8a
1603564587,17704,134806805,12B28DSA76FxybiGqpJQYQ7YgmQBYw45Z2,e9a68dab28a1ba2612cb1827bff5dab6e0e8ea33d9b74172bcc4b5821fe82203
1603564532,18138,48865483,3JBMdoTtyaYuYTYnkPmsKgYB3M5r8eX1PS,b9934f13b968090b59a2a0ca758d8156d773bcd50e4e39477367574c7ca1c0b4
1603564341,17933,10681733,18P2pc7NabasMRr6a37hevzJnnWVd8pbzY,c838ffc32452599094e405b26137a24e69e9dfdaf573076baae49a4a5919c756
1603559269,18163,1485017,33gpePsWCrFRJbjFkwDQHodqC7rWMqzZ8C,232fcd4241c03b0291664484818fc3d6ec640b374dee381512a64d39ca54ebb7
1603562763,18000,221007,19fiQY4zSQii5hoUgRDjfVH6CGirZbufxf,1184e3b6c91a51931a754b92e7327806c304750c4c2708600dc852ba7c176d25
1603563065,18000,290424,19fiQY4zSQii5hoUgRDjfVH6CGirZbufxf,232b313f8f27b278cfb4c861f3ed6bdecffbf9f2c85b21ff23b9e5ed8b4f9074
